id,type,name,canonical,cached_count,merger_id
918,Character,Sam Gamgee,TRUE,3652,
919,Fandom,Lord of the Rings (Novel),FALSE,74,145124
921,Relationship,Dean Winchester/OFC,FALSE,205,233082
922,Fandom,The L Word,FALSE,99,38254591
923,Freeform,off-canon,FALSE,8,58157
924,Character,Alex Krycek,TRUE,1915,
925,Character,Owen Harper,TRUE,5202,
926,Character,Gwen Cooper,TRUE,5810,
927,Relationship,Mulder/Krycek,FALSE,27,6773
928,Relationship,Jack/Ianto,FALSE,401,4719
930,Fandom,Penny Arcade,TRUE,27,
933,Relationship,John Sheppard/Rodney McKay,FALSE,828,103
934,Fandom,Angel: the Series,TRUE,11455,
935,Fandom,Stargate: SG-1,FALSE,300,1331
936,Character,Ethan Rayne,TRUE,820,
937,Character,Joe Dawson,TRUE,1270,
938,Relationship,Giles/Ethan,FALSE,10,5512
940,Relationship,Methos/Kronos,FALSE,34,12943351
941,Character,Nicholas Brocklehurst,TRUE,27,
942,Character,Mark Brydon,TRUE,22,
943,Fandom,The State Within,TRUE,17,
946,Freeform,Drugs,TRUE,14207,
948,Freeform,Future,TRUE,4681,
949,Character,Tony DiNozzo,FALSE,616,6559
950,Character,Jethro Gibbs,TRUE,11094,
951,Fandom,NCIS,TRUE,30730,
952,Relationship,Gibbs/DiNozzo,FALSE,230,6565
953,Freeform,Happy,TRUE,11755,
954,Fandom,SGA - Fandom,FALSE,110,70
957,Character,Touya Kouyo,FALSE,15,24141
960,Fandom,Elisabeth,FALSE,24,138244
962,Character,Elizabeth Bennet,TRUE,1598,
963,Fandom,Pride and Prejudice,FALSE,564,6762709
965,Freeform,To Read,TRUE,529014,
966,Character,Severus Snape,TRUE,56465,
967,Character,James Potter,TRUE,29249,
968,Freeform,Alternate Universe,TRUE,306633,
969,Character,Shawn Hunter,TRUE,594,
970,Character,Cory Matthews,TRUE,832,
971,Freeform,Boy Meets World - Freeform,FALSE,11,
972,Freeform,BMW,FALSE,30,
974,Character,Luna Lovegood,TRUE,20521,
975,Relationship,Various Pairings,FALSE,139,
976,Freeform,DH-compliant,FALSE,7,120651
977,Freeform,random facts,FALSE,22,
979,Fandom,TV Commercials,TRUE,129,
985,Relationship,Mac/PC,TRUE,16,
986,Character,Charles Bingley,TRUE,638,
989,Character,Molly Weasley,TRUE,10794,
990,Freeform,Filk,TRUE,1274,
991,Freeform,Poetry,TRUE,29409,
992,Freeform,Challenge fic,FALSE,370,3825
995,Freeform,Watching,TRUE,1965,
996,Relationship,Kowalski/Vecchio,FALSE,10,7253
997,Freeform,Case Fic,TRUE,14377,
998,Relationship,ray/ray,FALSE,10,7253
1000,Freeform,Adventure,TRUE,21337,
1001,Freeform,Harlequin,TRUE,323,
1004,Freeform,Pre-Europe,TRUE,8,
1005,Freeform,tw,FALSE,6021,
1007,Relationship,HP/SS,FALSE,843,1600
1008,Character,John Munch,TRUE,598,
1009,Character,Odafin Tutuola,FALSE,177,6259041
1010,Freeform,Coming Out,TRUE,34592,
1011,Freeform,Marriage,TRUE,24042,
1012,Freeform,Family,TRUE,98728,
1014,Fandom,Law & Order: SVU,TRUE,9673,
1015,Character,Greg Sanders,TRUE,1356,
1016,Character,Nick Stokes,TRUE,1566,
1019,Relationship,Nick/Greg,FALSE,10,5505
1020,Character,Balian of Ibelin,TRUE,31,
1022,Freeform,Post-Canon,TRUE,103950,
1023,Fandom,Kingdom of Heaven (2005),TRUE,80,
1024,Relationship,Mal/Simon,FALSE,67,6413
1025,Character,Cameron Phillips,TRUE,352,
1026,Fandom,Terminator: The Sarah Connor Chronicles,TRUE,889,
1027,Character,Jo Harvelle,TRUE,9881,
1028,Character,Anita Blake,TRUE,447,
1029,Character,Sylvie Barker,TRUE,22,
1030,Fandom,Anita Blake: Vampire Hunter,FALSE,34,131277
1032,Freeform,Magic Made Them Do It,TRUE,672,
1033,Character,Dominic Monaghan,TRUE,1301,
1035,Freeform,Vampires,TRUE,30307,
1037,Relationship,Dom/Elijah,FALSE,12,12723
1038,Character,Brian Kinney,TRUE,1934,
1039,Fandom,Queer as Folk (US),TRUE,8844,
1041,Character,Missouri Moseley,TRUE,1519,
1042,Character,Ellen Harvelle,TRUE,6760,
1045,Relationship,Harry/Ron/Hermione,FALSE,35,5536
1046,Relationship,Harry Potter/Hermione Granger/Ron Weasley,FALSE,17,5536
1047,Character,Suzie Costello,TRUE,558,
1048,Character,Hermione Granger,TRUE,87327,
1049,Character,Remus Lupin,TRUE,47531,
1050,Freeform,glamour,FALSE,80,
1051,Relationship,Hermione Granger/Remus Lupin,TRUE,979,
1053,Character,Jane Roland,TRUE,100,
1054,Fandom,Temeraire - Fandom,FALSE,16,114960
1056,Character,Ziva David,TRUE,4599,
1057,Character,Robin of Locksley,TRUE,465,
1058,Fandom,Robin Hood BBC,FALSE,110,441698
1059,Character,Mark Antony,TRUE,204,
1060,Character,Lucius Vorenus,TRUE,96,
1061,Fandom,Rome,FALSE,233,3311690
1063,Character,Guy of Gisborne,TRUE,964,
1064,Character,Van Helsing,FALSE,22,6005
1065,Character,Carl,TRUE,162,
1074,Character,Aragorn,FALSE,3512,7524398
1075,Character,Faramir,FALSE,2135,7672616
1076,Character,Éowyn,FALSE,1451,7524359
1077,Character,Arwen,FALSE,1705,7747
1078,Character,Galadriel,FALSE,1497,1185308
1079,Freeform,preslash,FALSE,1244,67
1080,Fandom,lotr - Fandom,FALSE,115,741433
1081,Relationship,Dean Winchester/John Winchester,TRUE,784,
1087,Character,Rand Race,TRUE,1,
1088,Character,Hopey Glass,TRUE,12,
1091,Fandom,Love and Rockets (Comic),FALSE,14,557983
1092,Character,Cassie Robinson,TRUE,574,
1093,Relationship,John Winchester/OFC,FALSE,21,1154200
1094,Relationship,Dean Winchester/Cassie Robinson,FALSE,17,5671
1095,Character,Imrahil,FALSE,233,7816681
1096,Character,Legolas,FALSE,3910,275124
1097,Freeform,POV Second Person,TRUE,22012,
1109,Character,Allan-a-Dale,TRUE,416,
1110,Relationship,Sirius Black/Remus Lupin,TRUE,28134,
1113,Character,Ruth Evershed,TRUE,343,
1114,Character,Malcolm Wynn-Jones,TRUE,110,
1116,Fandom,Spooks,FALSE,87,54392
1117,Character,Elrond,FALSE,3443,699656
1118,Character,Irina Derevko,TRUE,155,
1119,Character,Katya Derevko,TRUE,14,
1120,Fandom,Alias,FALSE,619,206112
1121,Fandom,PotC,FALSE,303,223664
1122,Character,Boromir,FALSE,1694,230930
1124,Relationship,Aragorn/Boromir,FALSE,340,7839325
1125,Freeform,One Shot,TRUE,252586,
1126,Relationship,Aragorn/Faramir,FALSE,66,7839541
1127,Freeform,joy,FALSE,385,245112
1129,Character,Éomer,FALSE,727,4816781
1130,Relationship,Éomer/Legolas,FALSE,12,7900036
1131,Character,Halbarad,FALSE,223,7816369
1132,Freeform,Introspection,TRUE,33693,
1133,Freeform,Hope,TRUE,5021,
1134,Character,Gimli,FALSE,2459,7838497
1135,Character,Eldarion,FALSE,198,7645967
1136,Character,Elladan,FALSE,1405,7824685
1137,Character,Elrohir,FALSE,1395,7524362
1138,Character,Gandalf,FALSE,4775,8214265
1139,Freeform,Fourth Age,TRUE,1103,
1140,Freeform,Grief,FALSE,8728,292210
1141,Freeform,change,FALSE,328,
1143,Freeform,Yaks,FALSE,7,
1145,Freeform,m/m/f,FALSE,189,88233
1146,Freeform,Werewolves,TRUE,18875,
1147,Freeform,Crossdressing,TRUE,21094,
1148,Character,Max Miller,TRUE,35,
1155,Character,Maes Hughes,TRUE,2020,
1156,Character,Roy Mustang,TRUE,10804,
1157,Fandom,Fullmetal Alchemist,FALSE,6544,2954180
1158,Relationship,Hughes/Mustang,FALSE,11,10231
1159,Freeform,warfic,FALSE,39,1218
1160,Freeform,Established Relationship,TRUE,308719,
1162,Character,Edward,TRUE,333,
1163,Character,Richard Zeeman,TRUE,151,
1164,Character,Belle Morte,FALSE,6,23380890
1165,Character,Jean-Claude,TRUE,27,
1168,Character,Richie Tenenbaum,TRUE,13,
1169,Character,Margot Tenenbaum,TRUE,12,
1172,Freeform,Incest,TRUE,34099,
1174,Character,Astolat,FALSE,201,1040117
1178,Freeform,dub-con,FALSE,2279,1896
1180,Freeform,Sex Pollen,TRUE,8065,
1181,Fandom,Serenity (2005),TRUE,1045,
1183,Character,Sark,TRUE,36,
1186,Fandom,Football - Fandom,FALSE,184,26034884
1189,Character,Christoph Metzelder,TRUE,22,
1190,Character,Sebastian Kehl,TRUE,63,
1192,Character,Mal Reynolds,FALSE,59,331
1193,Freeform,History,FALSE,1881,1759
1196,Fandom,Red Dwarf,FALSE,1467,35804090
1197,Character,Perry Cox,TRUE,330,
1198,Character,Janitor,TRUE,30,
1199,Fandom,Scrubs,FALSE,271,8030089
1200,Relationship,Methos/MacLeod,FALSE,14,13414054
1201,Freeform,Thyme,FALSE,8,
1202,Freeform,declaration,FALSE,31,
1203,Fandom,Nobuta wo Produce,TRUE,83,
1205,Freeform,1sentence,FALSE,14,11973
1209,Character,Jack O'Neill,TRUE,15694,
1210,Character,Daniel Jackson,FALSE,13827,50814048
1211,Relationship,Jack/Daniel,FALSE,205,5731
1213,Character,Share,FALSE,90,
1214,Freeform,kidnap,FALSE,706,12677
1217,Freeform,Disability,TRUE,5138,
1218,Freeform,War,TRUE,19868,
1219,Freeform,Reunion,FALSE,5073,36088
1220,Freeform,Parody,TRUE,9415,
1221,Freeform,WIP,FALSE,102698,12494
1224,Freeform,missing moment,FALSE,591,2298
1236,Character,Mitani,TRUE,6,
1237,Character,Nymphadora Tonks,TRUE,7636,
1241,Relationship,Harry Potter/Ron Weasley,TRUE,2956,
1242,Freeform,post-OotP,FALSE,48,23541161
1246,Fandom,Time Traveler's Wife,FALSE,13,865413
1247,Relationship,Fraser/RayK,FALSE,69,473
1251,Freeform,Co-Written,TRUE,393,
1252,Freeform,Dark,TRUE,40099,
1254,Freeform,crack!fic,FALSE,786,3236
1256,Relationship,Duncan/Methos,FALSE,43,13414054
1259,Character,Connor MacLeod,TRUE,261,
1260,Freeform,polar,FALSE,27,
1261,Character,Sydney Bristow,TRUE,472,
1263,Freeform,birthday fic,FALSE,1747,2217
1265,Character,Richie Ryan,TRUE,629,
1266,Freeform,Tessa - Freeform,FALSE,8,
1267,Freeform,Sad,TRUE,54566,
1271,Character,Cassandra,TRUE,496,
1275,Freeform,Violence,TRUE,81487,
1282,Freeform,Schmoop,TRUE,11338,
1285,Character,Lauren Reed,TRUE,76,
1290,Freeform,sex toy,FALSE,415,10389
1291,Freeform,mcsmooch,FALSE,6,15835
1292,Freeform,related,FALSE,14,
1293,Freeform,Time Loop,TRUE,6396,
1294,Freeform,Second Verse Challenge,TRUE,1,
1296,Freeform,10 Plagues,TRUE,19,
1297,Character,Anne Lindsey,TRUE,25,
1299,Freeform,Post-Series,FALSE,9595,1022
1300,Freeform,hl,FALSE,1618,
1301,Character,Bran Davies,TRUE,82,
1302,Character,Will Stanton,TRUE,241,
1305,Fandom,Dark is Rising,FALSE,16,116194
1306,Character,Tessa Noel,TRUE,128,
1309,Freeform,Sequel,TRUE,9397,
1310,Freeform,ts,FALSE,295,
1312,Fandom,Religious RPF,TRUE,12,
1315,Freeform,Gift Fic,TRUE,9484,
1316,Freeform,Blasphemy,TRUE,2273,
1317,Character,John Shepard,FALSE,230,992174
1318,Freeform,Quarantine,FALSE,2663,
1319,Freeform,dog collar,FALSE,25,30803
1320,Freeform,black death,FALSE,50,54023
1322,Freeform,38 Minutes Challenge,TRUE,3,
1324,Fandom,The Pretender,FALSE,358,11867830
1325,Freeform,Sailboat,FALSE,10,87423
1326,Relationship,Harry/Snape,FALSE,231,1600
1327,Character,Jen Shepard,FALSE,12,6558
1328,Freeform,girl talk,FALSE,217,
1330,Freeform,kosher,FALSE,7,298032
1331,Fandom,Stargate SG-1,TRUE,45494,
1332,Fandom,Law & Order,TRUE,634,
1333,Fandom,JAG,FALSE,487,35991173
1334,Fandom,Profiler,FALSE,76,39750619
1335,Fandom,MacGyver,FALSE,394,11058838
1336,Freeform,hotel room,FALSE,159,69512
1337,Freeform,Quiet Sex,TRUE,958,
1338,Freeform,raccoon,FALSE,63,
1339,Freeform,hot coffee,FALSE,8,2081
1344,Character,Tara Maclay,TRUE,2449,
1345,Character,Dawn Summers,TRUE,4687,
1346,Fandom,Buffy the Vampire Slayer,FALSE,27782,22001796
1347,Relationship,Spike/Tara,FALSE,7,75244
1351,Freeform,coins,FALSE,31,
1353,Freeform,Occult,TRUE,699,
1354,Character,Jack Bristow,TRUE,282,
1356,Freeform,Travel,TRUE,5048,
1357,Freeform,post-s2,FALSE,145,953159
1358,Freeform,Unfinished,FALSE,40863,315707
1360,Character,John Doggett,TRUE,631,
1364,Character,Diana Fowley,TRUE,274,
1368,Freeform,abandoned,FALSE,4589,25469
1369,Character,Kingsley Shacklebolt,TRUE,4277,
1370,Character,Amy,TRUE,267,
1379,Freeform,pre-DH,FALSE,11,23471769
1380,Freeform,Goblins,TRUE,789,
1381,Freeform,Dragons,TRUE,12290,
1382,Freeform,Zombies,TRUE,6433,
1383,Freeform,Chudley Cannons,FALSE,19,52310112
1386,Character,Albus Dumbledore,TRUE,28922,
1387,Character,Hogwarts Staff,TRUE,1001,
1388,Freeform,Implied Bestiality,FALSE,54,18101
1389,Character,Seska,FALSE,60,11218132
1390,Freeform,Aftermath,TRUE,3451,
1392,Character,Angel,TRUE,2755,
1393,Character,Joyce Summers,TRUE,1237,
1395,Freeform,angel - Freeform,FALSE,869,2676
1397,Freeform,btvs,FALSE,1090,
1398,Freeform,Transformation,TRUE,7301,
1400,Character,Alvin Kersh,TRUE,67,
1402,Fandom,Anthropomorfic - Fandom,FALSE,48,21001701
1403,Freeform,anthropomorfic - Freeform,FALSE,28,24729
1404,Freeform,Porn Battle,TRUE,2305,
1405,Relationship,Ice/Water,TRUE,2,
1406,Character,Samantha Mulder,TRUE,205,
1407,Character,Cigarette-Smoking Man,FALSE,6,20795247
1408,Character,Cassandra Spender,TRUE,15,
1409,Character,Jeffrey Spender,TRUE,105,
1412,Character,Monica Reyes,TRUE,600,
1414,Relationship,Buffy Summers/Rupert Giles,FALSE,35,5500
1417,Freeform,Remixed,TRUE,208,
1419,Freeform,Conversion,FALSE,42,7028
1421,Relationship,Buffy Summers/Faith Lehane,FALSE,75,5498
1422,Character,Melissa Scully,TRUE,256,
1423,Character,Margaret Scully,TRUE,652,
1425,Character,Riley Finn,TRUE,830,
1427,Relationship,Elphaba/Glinda,FALSE,7,91826
1428,Fandom,Wicked,FALSE,93,259337
1430,Character,Gibson Praise,TRUE,63,
1434,Character,Tru Davies,TRUE,86,
1435,Character,Harrison Davies,TRUE,28,
1436,Freeform,1-May,FALSE,6,
1438,Fandom,Tru Calling,TRUE,115,
1439,Character,Sally Ross,TRUE,2,
1440,Freeform,3-Jul,FALSE,7,128120
1442,Fandom,Traders,FALSE,8,45448
1443,Character,Alice De Raey,TRUE,14,
1444,Character,Nancy Dao,TRUE,12,
1446,Freeform,10-May,FALSE,6,
1448,Fandom,This is Wonderland,TRUE,20,
1449,Freeform,12-May,FALSE,11,128116
1453,Freeform,quills,FALSE,6,484137
1457,Fandom,Quills (2000),TRUE,23,
1459,Character,James T. Kirk,TRUE,31634,
1460,Character,Spock,FALSE,14776,9615118
1461,Character,Leonard McCoy,FALSE,13105,70211
1462,Character,Uhura,FALSE,210,9429
1463,Freeform,Fusion Challenge,TRUE,6,
1464,Fandom,Star Trek: The Original Series,TRUE,15212,
1465,Character,Geoffrey Tennant,TRUE,270,
1466,Character,Ellen Fanshaw,TRUE,124,
1467,Character,Oliver Welles,TRUE,85,
1468,Freeform,Het,TRUE,10254,
1469,Freeform,Slash,TRUE,51593,
1471,Freeform,five things,FALSE,832,135
1473,Relationship,Geoffrey/Ellen,FALSE,6,8727
1474,Fandom,Slings & Arrows,TRUE,420,
1480,Fandom,Private Practice,TRUE,250,
1482,Character,Miss Piggy,TRUE,143,
1483,Character,Kermit the Frog,TRUE,242,
1484,Character,Steve Taylor,TRUE,22,
1485,Character,Jeff Murdock,TRUE,16,
1486,Character,Patrick Maitland,TRUE,14,
1487,Fandom,The Muppets,FALSE,9,570657
1488,Fandom,Coupling,FALSE,13,169256
1489,Character,Cooper Freedman,TRUE,42,
1490,Character,Violet Turner,TRUE,24,
1491,Character,Belle,TRUE,1584,
1492,Character,Beast,TRUE,379,
1493,Fandom,Beauty and the Beast (Disney) (1991),FALSE,30,218342
1494,Freeform,Beauty and the Beast,FALSE,674,2175124
1495,Freeform,gen - Freeform,FALSE,1257,662629
1496,Freeform,Belle - Freeform,FALSE,37,
1497,Freeform,Beast - Freeform,FALSE,125,
1500,Character,Regina George,TRUE,487,
1501,Character,Janis Ian,TRUE,115,
1502,Character,Damien,TRUE,282,
1503,Fandom,Mean Girls (2004),TRUE,327,
1505,Freeform,11-Apr,FALSE,27,
1507,Character,Phèdre nó Delaunay,TRUE,98,
1508,Freeform,BDSM,TRUE,53715,
1511,Character,Joscelin Verreuil,TRUE,53,
1517,Relationship,Jeeves/Wooster,FALSE,48,8874799
1518,Character,Reginald Jeeves,TRUE,1294,
1519,Character,Bertram Wooster,FALSE,698,8874415
1520,Fandom,Jeeves & Wooster,TRUE,1532,
1522,Character,Honoria Glossop,TRUE,47,
1523,Character,Florence Craye,TRUE,40,
1527,Character,Jay,TRUE,630,
1528,Character,Silent Bob,TRUE,77,
1531,Relationship,Joe Dick/Silent Bob,TRUE,1,
1532,Fandom,Askewniverse,TRUE,139,
1534,Relationship,Joe/Billy,FALSE,8,8724
1535,Character,Miranda Bailey,TRUE,452,
1539,Character,Derek Shepherd,TRUE,824,
1540,Character,Addison Montgomery,TRUE,836,
1541,Character,Preston Burke,TRUE,79,
1542,Freeform,Femslash,TRUE,18932,
1550,Freeform,for:voleuse,FALSE,8,
1552,Relationship,Inara/Kaylee,FALSE,6,6143
1554,Freeform,Steampunk,TRUE,1142,
1559,Fandom,E.R.,FALSE,383,23669786
1561,Freeform,Canon-Compliant,FALSE,1072,31434
1562,Character,Susan Lewis,TRUE,42,
1563,Character,Kerry Weaver,TRUE,300,
1565,Freeform,prisons,FALSE,30,1751
1566,Freeform,some violence,FALSE,2224,8259
1567,Character,Audrey Liddell,TRUE,27,
1568,Character,Jen Lindley,TRUE,110,
1571,Fandom,Dawson's Creek,TRUE,547,
1572,Character,Gina,TRUE,54,
1575,Fandom,City by the Sea (2002),TRUE,1,
1576,Freeform,Supernatural - Freeform,FALSE,6176,20021
1578,Freeform,Stanford-Era,FALSE,14,30184838
1582,Freeform,Domestic,TRUE,36333,
1585,Character,Evan Lorne,TRUE,3577,
1586,Character,David Parrish,FALSE,160,14125544
1588,Relationship,Draco Malfoy/Narcissa Malfoy,FALSE,24,965919
1589,Character,Draco Malfoy,TRUE,87106,
1590,Character,Narcissa Malfoy,FALSE,2546,34907
1591,Freeform,Malfoycest,FALSE,59,25741752
1594,Freeform,Chan,TRUE,687,
1595,Freeform,Religion,TRUE,6061,
1596,Freeform,Catholic,TRUE,181,
1597,Freeform,Bibleslash,TRUE,28,
1600,Relationship,Harry Potter/Severus Snape,TRUE,22011,
1602,Freeform,Elves,TRUE,3078,
1603,Character,Diefenbaker,FALSE,1114,20967120
1604,Freeform,Aphasia,TRUE,284,
1609,Freeform,Dialogue,TRUE,1775,
1611,Character,Victoria Metcalfe,FALSE,15,95223
1612,Freeform,ultimate,FALSE,247,
1613,Character,Sandor,TRUE,87,
1614,Freeform,Bisexuality,TRUE,8153,
1615,Freeform,queerfic,FALSE,11,25117
1617,Freeform,post-cotw,FALSE,77,13556429
1619,Fandom,Van Helsing (2004),TRUE,288,
1623,Freeform,yuletide2006,FALSE,10,873
1625,Character,Rose,TRUE,799,
1626,Freeform,qaf(us),FALSE,22,
1627,Freeform,Jack's Past,FALSE,23,144555
1628,Character,Michelle Webster,TRUE,20,
1629,Character,Amanda,TRUE,305,
1630,Character,Nick Wolfe,TRUE,141,
1631,Fandom,Highlander: The Raven,TRUE,315,
1632,Freeform,Coming of Age,TRUE,9262,
1634,Character,Connor,TRUE,1409,
1635,Character,Fitz,TRUE,92,
1637,Character,Joe,TRUE,491,
1638,Character,Robert de Valicourt,TRUE,34,
1639,Character,Gina de Valicourt,TRUE,33,
1642,Freeform,Porn,TRUE,58275,
1645,Freeform,Bittersweet,TRUE,13850,
1646,Freeform,Valentine's Day,TRUE,17432,
1647,Character,Kronos,TRUE,301,
1648,Character,Silas,TRUE,128,
1649,Character,Caspian,TRUE,206,
1653,Character,Simon Banks,TRUE,1621,
1654,Freeform,Magic Realism,FALSE,643,27723
1655,Freeform,Undercover,TRUE,4829,
1656,Freeform,clichefic,FALSE,16,2572
1660,Freeform,Comedy,TRUE,34426,
1662,Freeform,Anniversary,TRUE,4697,
1663,Freeform,maygra,FALSE,7,
1668,Freeform,my first story,FALSE,48,27682
1671,Character,William Bodie,TRUE,2157,
1672,Character,Doyle,TRUE,292,
1673,Fandom,The Professionals,FALSE,2839,34343110
1674,Freeform,Pros,FALSE,24,
1678,Freeform,dissertation,FALSE,16,
1681,Relationship,Bodie/Doyle,FALSE,178,6261
1682,Freeform,shack attack,FALSE,8,
1684,Freeform,college-era,FALSE,15,2581
1685,Fandom,Boy Meets World,TRUE,688,
1687,Character,Louis,TRUE,577,
1688,Character,Lestat,FALSE,9,1694
1689,Freeform,Vampire Chronicles,TRUE,65,
1691,Relationship,louis/lestat,FALSE,6,11764
1693,Character,Louis de Pointe du Lac,TRUE,762,
1694,Character,Lestat de Lioncourt,TRUE,862,
1699,Relationship,Josh/Sam,TRUE,31,
1700,Freeform,Due South - Freeform,FALSE,11,
1702,Character,Josh Hartnett,TRUE,61,
1703,Fandom,RPF - Fandom,FALSE,721,6943
1704,Fandom,The Faculty RPF,FALSE,21,4675185
1705,Freeform,cartoon,FALSE,162,27738
1709,Character,Kid Apollo,TRUE,2,
1710,Fandom,The Authority,TRUE,222,
1713,Freeform,teen,FALSE,809,34711
1714,Character,Starfire,FALSE,1333,12981505
1715,Character,Raven,TRUE,1290,
1716,Character,Robin,TRUE,2567,
1717,Character,Beast Boy,FALSE,1235,26381
1718,Character,Cyborg - Character,FALSE,349,463424
1719,Relationship,Apollo/Midnighter,TRUE,269,
1720,Character,Apollo,TRUE,740,
1721,Character,Midnighter,FALSE,410,46295959
1724,Character,Lisa,TRUE,433,
1725,Character,Jenny Quantum,TRUE,46,
1726,Character,Natalie Hurley,TRUE,207,
1727,Character,Jeremy Goodwin,TRUE,147,
1728,Character,Victor Mansfield,TRUE,222,
1729,Character,Mac Ramsey,TRUE,188,
1730,Character,The Director,FALSE,106,280788
1735,Fandom,Once a Thief (TV),TRUE,268,
1736,Freeform,script,FALSE,151,39071
1737,Freeform,Bad Taste,TRUE,49,
1739,Freeform,Spoilers,TRUE,36559,
1742,Character,Don Eppes,TRUE,1427,
1743,Character,Charlie Eppes,TRUE,1610,
1744,Freeform,Numb3rs - Freeform,FALSE,7,
1746,Freeform,Warm,TRUE,1861,
1747,Fandom,Numb3rs,FALSE,2625,25748958
1748,Relationship,Bruce Wayne/Clark Kent,FALSE,227,6624
1750,Freeform,Pink Kryptonite,TRUE,61,
1751,Freeform,Prison,TRUE,6280,
1753,Fandom,Gattaca (1997),TRUE,159,
1756,Relationship,Elijah Wood/Orlando Bloom,FALSE,42,9049
1757,Freeform,Ficlets,FALSE,1473,626
1758,Freeform,Circus,TRUE,1173,
1759,Freeform,Historical,TRUE,8221,
1760,Freeform,Ways to Die challenge,TRUE,3,
1761,Character,Seth Bullock,TRUE,37,
1762,Character,Alma Garret,TRUE,30,
1763,Character,Doc Cochran,TRUE,25,
1764,Character,Sol Star,TRUE,24,
1765,Character,Whitney Ellsworth,TRUE,6,
1766,Fandom,Deadwood,TRUE,174,
1767,Relationship,Elijah Wood/Viggo Mortensen,FALSE,11,12720
1769,Freeform,Comfort,TRUE,46900,
1770,Freeform,Doom,TRUE,335,
1771,Character,Sam Carter,TRUE,7646,
1772,Freeform,Jealousy,TRUE,52838,
1773,Freeform,Iratus,TRUE,13,
1774,Character,John,TRUE,1590,
1775,Freeform,Stargate SG-1 - Freeform,FALSE,18,
1776,Freeform,Team,TRUE,3411,
1778,Character,Ninth Doctor,TRUE,5375,
1779,Character,Tenth Doctor,TRUE,17261,
1780,Character,Rose Tyler,TRUE,17837,
1781,Character,Jackie Tyler,TRUE,2590,
1783,Freeform,Atlantis,TRUE,752,
1784,Character,Mick Schtoppel,TRUE,8,
1786,Fandom,La Femme Nikita,TRUE,340,
1787,Relationship,Hawkeye/Trapper,FALSE,13,851588
1789,Freeform,mash - Freeform,FALSE,24,
1791,Freeform,bff,FALSE,97,66659
1792,Relationship,Nick/Lacroix,FALSE,13,103903
1793,Character,Nick Knight,FALSE,214,12002320
1794,Character,Lucien LaCroix,TRUE,512,
1795,Fandom,Forever Knight,TRUE,1179,
1797,Character,Naomi Sandburg,TRUE,388,
1798,Freeform,sensory,FALSE,45,
1800,Freeform,episode-related,FALSE,777,2300
1801,Fandom,Star Trek,TRUE,36097,
1802,Freeform,Vulcan,TRUE,535,
1803,Character,Harry Potter,TRUE,180395,
1804,Freeform,everyone dies,FALSE,396,444075
1806,Character,Pansy Parkinson,TRUE,16205,
1807,Character,Bellatrix Lestrange,FALSE,1401,34906
1808,Freeform,Music,TRUE,13258,
1809,Freeform,Drabble Sequence,TRUE,3039,
1810,Relationship,Ron Weasley/Hermione Granger,FALSE,268,3458
1811,Character,Andromeda Black,FALSE,416,15992
1812,Character,Mark Sloan,TRUE,408,
1813,Freeform,black sisters,FALSE,21,
1814,Freeform,post-HBP,FALSE,37,23976419
1816,Freeform,mime,FALSE,6,62753
1817,Character,Ephram Brown,TRUE,92,
1818,Character,Cliff Pantone,TRUE,6,
1820,Fandom,Bring It On (2000),FALSE,25,167738
1821,Fandom,Everwood,TRUE,192,
1822,Character,Missy Pantone,TRUE,27,
1823,Character,Torrance Shipman,TRUE,21,
1826,Character,Eve,TRUE,345,
1828,Character,Littlefield,TRUE,1,
1829,Character,Tex,TRUE,34,
1830,Character,Danner,TRUE,1,
1833,Freeform,Mpreg,TRUE,75324,
1837,Character,Pike Dexter,TRUE,36,
1839,Character,Jim Soams,TRUE,11,
1840,Character,Hank Fulbright,TRUE,2,
1841,Character,Grumpy Wheeler,TRUE,2,
1842,Character,Lloyd Twogood,TRUE,4,
1843,Character,Bird Stewart,TRUE,3,
1844,Character,Leon Cassidy,TRUE,2,
1845,Character,Dick Livingston,TRUE,2,
1848,Fandom,Big Eden (2000),TRUE,99,
1849,Character,Henry Hart,TRUE,102,
1850,Character,Byron Pike,TRUE,85,
1851,Character,Jordan Pike,TRUE,46,
1852,Character,Adam Pike,TRUE,43,
1857,Character,Carson Beckett,TRUE,2839,
1859,Freeform,Personal Item Challenge,TRUE,2,
1860,Character,Acastus Kolya,TRUE,228,
1863,Freeform,Fusion,FALSE,2225,19213
1865,Character,Kate Heightmeyer,TRUE,476,
1866,Freeform,Search and Seizure Challenge,TRUE,1,
1882,Relationship,Dawn Summers/Faith Lehane,FALSE,7,5511
1887,Freeform,Fpreg,TRUE,320,
1888,Relationship,Buffy Summers/Tara Maclay,FALSE,7,5501
1890,Relationship,Buffy/Angel,FALSE,77,5503
1891,Relationship,Buffy/Spike,FALSE,266,5509
1892,Character,Kennedy,TRUE,74,
1896,Freeform,Dubious Consent,TRUE,49039,
1901,Fandom,AtS,FALSE,24,934
1906,Freeform,Human AU,FALSE,8938,11174
1907,Relationship,Faith Lehane/Tara Maclay,TRUE,106,
1909,Relationship,Faith Lehane/Willow Rosenberg,TRUE,152,
1910,Relationship,Buffy Summers/Willow Rosenberg,FALSE,20,5502
1911,Character,Cordelia Chase,TRUE,3077,
1913,Character,Drusilla,TRUE,428,
