id,type,name,canonical,cached_count,merger_id
1914,Character,Darla,TRUE,347,
1915,Relationship,Darla/Drusilla,FALSE,45,1080862
1916,Character,Quentin Travers,TRUE,118,
1921,Character,Lilah Morgan,TRUE,675,
1922,Character,Wesley Wyndam-Pryce,TRUE,3770,
1925,Character,Nina,TRUE,159,
1929,Relationship,Angel/Willow Rosenberg,TRUE,216,
1931,Character,Vampire!Xander,FALSE,7,998080
1936,Relationship,Zoe/Inara,FALSE,6,6423
1937,Relationship,Tara Maclay/Willow Rosenberg,TRUE,1288,
1938,Relationship,Greg House/James Wilson/Lisa Cuddy,FALSE,11,6543
1943,Character,Conroy,TRUE,1,
1944,Fandom,Hockey RPS,FALSE,22,17959080
1945,Freeform,Hockey,TRUE,5638,
1946,Freeform,Calgary Flames,TRUE,64,
1947,Relationship,Faith Lehane/Gwendolyn Post,TRUE,1,
1948,Character,Gwendolyn Post,TRUE,27,
1949,Relationship,Greg House/Lisa Cuddy,FALSE,37,6544
1951,Relationship,Greg House/Stacy Warner,TRUE,185,
1952,Relationship,House/Cameron,FALSE,20,6541
1953,Character,Stacy Warner,TRUE,270,
1963,Freeform,4-Jul,FALSE,6,
1964,Character,Andy Travis,TRUE,15,
1965,Character,Bailey Quarters,TRUE,20,
1969,Character,Julie Wilson,TRUE,39,
1973,Relationship,Eric Foreman/Greg House,TRUE,53,
1981,Character,Grace,TRUE,375,
1987,Character,Rodney Foreman,TRUE,1,
1991,Relationship,Dom/Billy,FALSE,7,2140
1992,Character,Billy Boyd,TRUE,1056,
1996,Freeform,for:deelaundry,FALSE,6,
1999,Character,Remy Hadley,FALSE,74,297651
2000,Character,Amber Volakis,TRUE,245,
2006,Relationship,Greg House/Rodney McKay,TRUE,6,
2007,Freeform,First Lines Challenge,TRUE,34,
2009,Character,Mark Warner,TRUE,12,
2011,Relationship,House/Chase,FALSE,25,6546
2012,Relationship,Lisa Cuddy/Remy Hadley,FALSE,31,22186698
2016,Relationship,Jack/Sam,TRUE,96,
2022,Fandom,The Snowman (1982),TRUE,4,
2023,Freeform,Snowman,FALSE,208,548201
2024,Character,Tessa,TRUE,133,
2025,Freeform,spn: season two,FALSE,7,12700
2026,Freeform,Smut,TRUE,444264,
2027,Relationship,Jared Padalecki/Jensen Ackles,FALSE,164,5494
2028,Relationship,Jared Padalecki/Dean Winchester,TRUE,57,
2029,Character,Jared Padalecki,TRUE,15116,
2030,Character,Jensen Ackles,TRUE,17157,
2031,Fandom,Supernatural RPF,TRUE,24402,
2032,Freeform,J-Squared,FALSE,100,
2034,Freeform,roleplaying,FALSE,368,13406
2035,Freeform,Impala,FALSE,638,17363289
2036,Freeform,SPN: Season One,FALSE,7,12694
2038,Relationship,Jensen Ackles/Sam Winchester,TRUE,69,
2041,Freeform,Weapons,TRUE,2403,
2042,Character,Duck McDonald,TRUE,73,
2043,Freeform,Talking,TRUE,6460,
2044,Freeform,Fight or Flight Challenge,TRUE,6,
2046,Relationship,Stuart/Vince,FALSE,6,6583
2047,Fandom,Queer as Folk (UK),TRUE,248,
2048,Freeform,Flowers,TRUE,8907,
2049,Freeform,London,TRUE,3146,
2050,Freeform,Airplane,FALSE,195,83026
2052,Character,Zoë Washburne,TRUE,2074,
2054,Freeform,Popcorn,TRUE,385,
2055,Freeform,wee!Dean,FALSE,26,793217
2057,Freeform,paperclips,FALSE,14,
2058,Relationship,Dean Winchester/Bela Talbot,FALSE,9,5669
2059,Character,Bela Talbot,TRUE,1757,
2060,Freeform,girl!Dean,FALSE,162,126668
2062,Freeform,Amulet,FALSE,43,887804
2063,Freeform,knife,FALSE,364,81158
2064,Freeform,UST,FALSE,7445,10303
2066,Relationship,Rodney McKay/Ronon Dex,FALSE,23,6123
2070,Freeform,Written By The Victors,FALSE,6,2071
2071,Freeform,Victorsverse,TRUE,7,
2075,Freeform,Strange New Worlds Challenge,TRUE,2,
2077,Freeform,blowjob,FALSE,10051,26516
2078,Freeform,Swimming Pool,FALSE,134,597360
2080,Freeform,Encyclopedia,FALSE,17,
2081,Freeform,Coffee,TRUE,6549,
2082,Freeform,Grace Under Pressure,FALSE,7,7073
2083,Freeform,Home,TRUE,2638,
2084,Freeform,POV Alternating,TRUE,16476,
2089,Freeform,post-BDM,FALSE,49,772889
2090,Freeform,I-Ching,TRUE,3,
2091,Freeform,Blue Sun,FALSE,6,11553496
2092,Freeform,pilot,FALSE,162,287700
2093,Freeform,hellsing - Freeform,FALSE,22,
2094,Freeform,carmen sandiego - Freeform,FALSE,11,
2095,Fandom,Where in the World is Carmen Sandiego,FALSE,7,21423
2096,Freeform,Character Study,TRUE,70827,
2099,Freeform,Magic,TRUE,55046,
2100,Freeform,Robot,FALSE,353,2434
2101,Freeform,Politics,TRUE,12054,
2102,Character,Richard Woolsey,TRUE,747,
2104,Character,Ian McKellan,FALSE,11,18790
2108,Freeform,Tracker,FALSE,19,7445
2109,Freeform,Sushi,TRUE,323,
2111,Character,Tim Canterbury,TRUE,25,
2112,Character,Gareth Keenan,TRUE,11,
2113,Fandom,The Office (UK),TRUE,37,
2114,Freeform,Drunkeness,FALSE,168,17918
2115,Freeform,Denial,TRUE,6142,
2119,Character,Sofie Bojakshiya,TRUE,39,
2120,Fandom,Carnivale,TRUE,172,
2121,Character,Serenity Crew,TRUE,139,
2122,Freeform,Hijinks,FALSE,195,267188
2123,Freeform,Pre-Serenity,FALSE,35,9745798
2125,Character,Ruby,TRUE,947,
2126,Character,Casey,TRUE,158,
2127,Character,Lisa Braeden,TRUE,3398,
2128,Character,Ben Braeden,TRUE,1717,
2132,Character,Sean Astin,TRUE,696,
2134,Relationship,Cate Blanchett/Miranda Otto,TRUE,18,
2135,Character,Miranda Otto,TRUE,143,
2136,Character,Cate Blanchett,TRUE,209,
2140,Relationship,Billy Boyd/Dominic Monaghan,TRUE,1056,
2142,Freeform,game,FALSE,749,25238
2144,Freeform,Endings,TRUE,164,
2145,Character,Hannah Wood,TRUE,54,
2148,Relationship,Elijah Wood/Dominic Monaghan,FALSE,9,12723
2149,Freeform,MD,FALSE,67,863734
2150,Freeform,wee!Sam,FALSE,22,469179
2152,Freeform,Handcuffs,TRUE,9003,
2153,Freeform,Easter,TRUE,1000,
2154,Relationship,Remus Lupin/Sirius Black,FALSE,546,1110
2155,Freeform,Marauders-era,FALSE,8,27594097
2156,Relationship,Harry Potter/Neville Longbottom,FALSE,53,6658
2157,Character,Neville Longbottom,TRUE,19616,
2162,Freeform,Fire,TRUE,6344,
2163,Freeform,Acting,TRUE,1233,
2165,Freeform,Stalker,FALSE,1036,27504
2166,Relationship,Hoban Washburne/Zoe Alleyne,FALSE,7,47707
2169,Relationship,River Tam/Simon Tam,TRUE,118,
2170,Freeform,Dom/sub,TRUE,49923,
2171,Freeform,Soup,TRUE,529,
2173,Fandom,Archive of Our Own,FALSE,55,624165
2174,Character,Ginny Weasley,TRUE,34038,
2175,Character,Lucius Malfoy,TRUE,20196,
2176,Freeform,snape100,FALSE,8,25785
2177,Freeform,collection,FALSE,5097,
2180,Character,Ensemble,TRUE,5104,
2181,Character,Ziv Zulander,TRUE,5,
2182,Character,Blitzy Zulander,TRUE,3,
2185,Character,Ninjzz,TRUE,3,
2186,Character,Jessie Burlingame,TRUE,4,
2187,Character,Carly,TRUE,43,
2189,Fandom,Wrong Turn (2003),TRUE,21,
2190,Character,"Daniel ""Oz"" Osbourne",TRUE,739,
2197,Character,John Connor,FALSE,616,38183140
2198,Fandom,Terminator,FALSE,89,109503
2199,Character,John Anderton,TRUE,12,
2200,Fandom,Minority Report (2002),TRUE,24,
2201,Freeform,Stitches,TRUE,1166,
2202,Relationship,Dean Forester/Rory Gilmore,TRUE,89,
2203,Character,Rory Gilmore,TRUE,1674,
2204,Character,Dean Forester,TRUE,251,
2209,Freeform,Cut off from Earth,TRUE,46,
2211,Character,Ron Weasley,TRUE,58206,
2212,Freeform,Sanctuary,FALSE,1109,
2215,Freeform,non-con,FALSE,2828,19218
2217,Freeform,Birthday,TRUE,13651,
2218,Relationship,Ray/Stella,TRUE,2,
2223,Freeform,Duress Challenge,TRUE,1,
2227,Freeform,Control,TRUE,1517,
2228,Freeform,Car Sex,TRUE,9115,
2230,Freeform,Football,TRUE,2158,
2232,Character,Sandra McCoy,TRUE,508,
2236,Character,Laura Roslin,TRUE,2160,
2237,Fandom,Blade Runner (1982),FALSE,120,18372840
2238,Freeform,moody,FALSE,111,
2245,Freeform,to.read,FALSE,153,965
2246,Category,Multi,TRUE,369718,
2247,Fandom,Veronica Mars (TV),TRUE,3999,
2250,Character,Donna Elvira,FALSE,7,18138885
2254,Character,Hilary Tamar,TRUE,10,
2255,Character,Desmond Ragwort,TRUE,9,
2258,Character,Lalla Moore,TRUE,12,
2259,Character,Harriet Johnson,TRUE,11,
2260,Freeform,Skating,TRUE,543,
2268,Character,yum yum,FALSE,11,11027032
2269,Freeform,opera - Freeform,FALSE,192,154837
2270,Relationship,dick/roy,FALSE,23,9575
2271,Character,Dick Grayson,TRUE,46113,
2272,Character,Roy Harper,TRUE,9533,
2273,Freeform,lol,FALSE,11283,77044
2275,Character,Mallory Pike,TRUE,66,
2276,Fandom,Vicar of Dibley,TRUE,23,
2278,Character,Geraldine,TRUE,15,
2280,Fandom,Invisible Man,FALSE,60,725980
2282,Character,Darien Fawkes,TRUE,136,
2283,Character,Bobby Hobbes,TRUE,120,
2285,Character,Official,FALSE,6,842290
2288,Character,Peter Caine,TRUE,114,
2289,Character,Kermit Griffin,TRUE,81,
2291,Freeform,Multimedia,TRUE,881,
2292,Relationship,Daniel Jackson/Cameron Mitchell,TRUE,313,
2293,Freeform,First Contact,TRUE,351,
2294,Freeform,Language,TRUE,9602,
2298,Freeform,Missing Scene,TRUE,33279,
2299,Relationship,Daniel Jackson/Jonas Quinn,TRUE,66,
2300,Freeform,Episode Related,TRUE,20951,
2301,Freeform,Tales of the Slayers Ficathon,TRUE,4,
2302,Freeform,infirmary,FALSE,96,203051
2306,Relationship,others,FALSE,1837,
2307,Freeform,Perversion,TRUE,317,
2308,Relationship,Jack O'Neill/Daniel Jackson,FALSE,132,5731
2309,Freeform,Funeral,FALSE,1413,147288
2310,Freeform,gaze,FALSE,9,
2311,Freeform,Torture,TRUE,41508,
2312,Freeform,lake,FALSE,231,
2313,Freeform,Barbecue,TRUE,310,
2314,Freeform,Slice of Life,TRUE,49657,
2315,Freeform,character driven,FALSE,116,
2316,Freeform,Stream of Consciousness,TRUE,4310,
2317,Relationship,Jack O'Neill/Jonas Quinn,TRUE,86,
2320,Freeform,Jonasfic,FALSE,10,
2321,Freeform,first person POV,FALSE,805,800
2322,Fandom,Veronica Mars - Fandom,FALSE,88,1582930
2323,Relationship,"Logan Echolls/Eli ""Weevil"" Navarro",TRUE,64,
2324,Freeform,spn_j2_bigbang,FALSE,121,266999
2326,Character,Melrose,TRUE,3,
2327,Freeform,bestiary,FALSE,20,
2328,Freeform,Manip,TRUE,1275,
2331,Fandom,Batman Begins (2005),FALSE,184,30815
2332,Character,Bruce Wayne,TRUE,47124,
2333,Freeform,Seasons,FALSE,388,10482
2334,Freeform,weatherfic,FALSE,10,37771
2336,Freeform,Fishing,TRUE,1130,
2337,Relationship,Draco Malfoy/Severus Snape,TRUE,850,
2338,Freeform,snaco,FALSE,83,
2339,Freeform,Dystopia,TRUE,3286,
2340,Freeform,shortfic,FALSE,1738,573
2341,Relationship,Narcissa Malfoy/Severus Snape,FALSE,39,965921
2343,Relationship,Lucius Malfoy/Severus Snape,TRUE,1360,
2344,Relationship,Severus Snape/Voldemort,TRUE,229,
2345,Relationship,Severus Snape/OMC,FALSE,28,913013
2347,Fandom,Pushing Daisies,TRUE,728,
2348,Character,Ned the Piemaker,FALSE,6,22346
2349,Freeform,cowritten,FALSE,16,1251
2351,Freeform,snarry,FALSE,6367,
2352,Freeform,vampire,FALSE,4731,1035
2353,Freeform,AR,FALSE,737,3928
2354,Relationship,Harry/Draco,FALSE,1613,99
2356,Relationship,Minerva McGonagall/Severus Snape,TRUE,327,
2357,Character,Minerva McGonagall,TRUE,19907,
2359,Relationship,Harry/Ron,FALSE,145,1241
2360,Freeform,Body Modification,TRUE,3255,
2361,Freeform,Tattoo,FALSE,999,21102
2362,Freeform,D/s,FALSE,9293,2170
2365,Freeform,rentboy,FALSE,82,279730
2366,Freeform,semi-epilogue compliant,FALSE,6,
2367,Fandom,fandom: ncis,FALSE,425,951
2369,Relationship,Igor Karkaroff/Severus Snape,TRUE,28,
2370,Character,Igor Karkaroff,TRUE,382,
2373,Relationship,Lucius Malfoy/Narcissa Malfoy,FALSE,441,965881
2375,Freeform,epilogue compliant,FALSE,152,
2376,Freeform,Coda,TRUE,6867,
2378,Freeform,post-GoF,FALSE,6,23473914
2379,Freeform,Hurt/Comfort,TRUE,415318,
2380,Fandom,Starsky & Hutch (2004),TRUE,8,
2381,Character,Starsky,FALSE,220,11777
2384,Fandom,Big Love,FALSE,321,26490410
2386,Character,Nikki,TRUE,108,
2387,Character,Sarah,TRUE,447,
2388,Freeform,femmeslash,FALSE,336,1542
2390,Relationship,Hermione Granger/Severus Snape,TRUE,7084,
2391,Relationship,Snape/Hermione,FALSE,29,2390
2392,Fandom,fandom: house m.d.,FALSE,15,272
2393,Relationship,house/wilson,FALSE,228,207
2395,Freeform,EWE,FALSE,1457,198491
2397,Character,Eileen Prince Snape,FALSE,12,6632
2398,Character,Tobias Snape,TRUE,531,
2403,Freeform,Hatesex,FALSE,275,31194
2404,Relationship,Ron/Draco,FALSE,197,6657
2407,Freeform,snucius,FALSE,36,
2408,Freeform,Young Snape,FALSE,19,869037
2409,Relationship,Fraser/Vecchio,FALSE,32,7254
2413,Freeform,Bandom - Freeform,FALSE,359,
2415,Character,Bert McCracken,TRUE,840,
2416,Character,Quinn Allman,TRUE,163,
2418,Freeform,the used - Freeform,FALSE,8,
2419,Relationship,Frank Iero/Mikey Way,TRUE,666,
2420,Relationship,Frank Iero/Bob Bryar,FALSE,7,13004
2421,Relationship,Frank Iero/Gerard Way,TRUE,11567,
2422,Relationship,Mikey Way/Pete Wentz,TRUE,1868,
2423,Character,Bob Bryar,TRUE,2625,
2424,Character,Pete Wentz,TRUE,10903,
2425,Freeform,MCR,FALSE,1713,
2426,Freeform,my chemical romance - Freeform,FALSE,333,
2427,Fandom,The Used,TRUE,555,
2428,Fandom,Fall Out Boy,TRUE,11945,
2429,Relationship,Patrick Stump/Pete Wentz,TRUE,6522,
2430,Character,Patrick Stump,TRUE,9141,
2431,Freeform,fall out boy - Freeform,FALSE,201,
2432,Freeform,FOB,FALSE,653,
2434,Freeform,Robots,TRUE,3297,
2435,Freeform,Interspecies,TRUE,1463,
2439,Freeform,pairing: none,FALSE,8,662629
2440,Relationship,Sam Winchester/Jessica Moore,FALSE,230,36
2441,Freeform,Post-Apocalypse,TRUE,7047,
2447,Freeform,POV Outsider,TRUE,16558,
2448,Freeform,Curtain Fic,TRUE,1960,
2449,Fandom,Live Free or Die Hard (2007),FALSE,532,226064
2454,Character,Shindou Hikaru,TRUE,1401,
2456,Character,Morishita Shigeo,TRUE,18,
2459,Freeform,Shorts,TRUE,2253,
2465,Character,King David,FALSE,6,11273548
2467,Character,Uriah,TRUE,16,
2468,Fandom,Bible (Old Testament),FALSE,20,599744
2469,Freeform,yuletide2007,FALSE,7,63180
2472,Freeform,Love,TRUE,115800,
2474,Freeform,bucket,FALSE,32,245854
2475,Freeform,clothing-fic,FALSE,9,25839
2482,Relationship,Qui-Gon/Obi-Wan,FALSE,57,6779
2485,Freeform,Mary Sue,TRUE,626,
2486,Fandom,Cowboy Bebop,FALSE,479,29145878
2494,Fandom,Samurai Champloo,TRUE,367,
2495,Relationship,Jin/Mugen,FALSE,73,28320374
2496,Character,Fuu,TRUE,73,
2497,Character,Jin,TRUE,569,
2498,Character,Mugen,FALSE,118,3284744
2502,Character,Neil Perry,FALSE,277,11714935
2503,Character,Todd Anderson,TRUE,846,
2506,Relationship,Fuu/Mugen,FALSE,60,21554337
2511,Character,Haruka,TRUE,84,
2513,Character,Youko,FALSE,19,353770
2514,Freeform,Folklore,TRUE,1535,
2515,Freeform,Anime,FALSE,8007,23145
2516,Freeform,Manga,FALSE,1129,23151
2518,Relationship,Mizuno Tatsuya/Kazamatsuri Shou,TRUE,8,
2519,Character,Kazamatsuri Shou,TRUE,12,
2520,Character,Mizuno Tatsuya,TRUE,7,
2522,Character,Vicious,FALSE,46,22448
2523,Relationship,John/Ronon,FALSE,27,5468
2527,Fandom,House MD,FALSE,135,272
2528,Freeform,Love Hurts,FALSE,92,
2530,Freeform,Worst-Case Scenario Challenge,TRUE,31,
2532,Freeform,sweet charity,FALSE,15,11745
2533,Freeform,Sauna,TRUE,375,
2534,Freeform,fanpoetry,FALSE,24,991
2535,Freeform,Sonnet,FALSE,216,4123
2536,Freeform,Failure to Communicate,FALSE,38,336201
2537,Freeform,Distractions,FALSE,200,
2539,Freeform,Forever,FALSE,727,
2540,Freeform,Meaning,FALSE,38,
2541,Freeform,Ketamine,FALSE,20,946
2544,Relationship,John Lennon/Paul McCartney,TRUE,2370,
2545,Character,Julia Heller,TRUE,44,
2546,Character,Alonzo Solace,TRUE,44,
2547,Fandom,Earth 2,FALSE,49,3929621
2549,Character,Der Tod,FALSE,19,25983863
2553,Freeform,cockring,FALSE,105,37767
2555,Freeform,Chanukah,FALSE,138,9794
2556,Freeform,Phone Sex,TRUE,11402,
2557,Freeform,Public Sex,TRUE,22435,
2559,Relationship,House/Cuddy,FALSE,28,6544
2560,Freeform,blender,FALSE,13,
2562,Freeform,Pesach,FALSE,26,603181
2563,Freeform,Shavuot,TRUE,10,
2565,Freeform,Rosh Hashanah,FALSE,22,603172
2566,Freeform,Yom Kippur,FALSE,16,603180
2567,Freeform,Sukkot,FALSE,11,603185
2569,Freeform,Ramadan,TRUE,51,
2571,Freeform,Poker,TRUE,783,
2572,Freeform,Cliche,TRUE,2871,
2574,Freeform,Judaism,TRUE,750,
2576,Freeform,themes,FALSE,54,
2580,Freeform,bsc,FALSE,21,
2581,Freeform,College,TRUE,17051,
2582,Relationship,Dean/Other,FALSE,12,77692
2583,Freeform,Eight crazy nights,FALSE,65,
2584,Freeform,Dealfic,TRUE,93,
2586,Freeform,bookverse,FALSE,154,23143
2587,Freeform,movieverse,FALSE,319,23154
2588,Freeform,What-If,TRUE,8204,
2589,Fandom,Lord of the Rings (2001 2002 2003),FALSE,1067,741444
2592,Character,Leah,TRUE,106,
2593,Character,Dave,TRUE,494,
2594,Fandom,Sorority Boys,FALSE,11,230381
2599,Freeform,Slash the Slashers Challenge,TRUE,7,
2604,Relationship,Danny/Rusty,FALSE,16,8687
2605,Character,Danny,TRUE,494,
2607,Character,Tess,TRUE,75,
2610,Fandom,Ocean's,FALSE,7,24810753
2612,Character,Frost,TRUE,121,
2613,Freeform,Yuletide 2005,TRUE,62,
2615,Freeform,Favorites,FALSE,37399,14284
2616,Freeform,Musical,FALSE,472,91347
2624,Character,Graf von Krolock,FALSE,68,24854034
2626,Fandom,Tanz der Vampire,FALSE,9,49004050
2627,Fandom,Jekyll,FALSE,10,116805
2628,Character,Diana Skouris,TRUE,45,
2632,Fandom,The 4400,FALSE,113,25903911
2633,Relationship,Elizabeth Bennet/Fitzwilliam Darcy,TRUE,2293,
2634,Character,Fitzwilliam Darcy,TRUE,1564,
2635,Character,Georgiana Darcy,TRUE,502,
2636,Character,Colonel Fitzwilliam,FALSE,40,427166
2638,Freeform,challenge:Yuletide 2007,FALSE,221,63180
2639,Character,Edward Elric,TRUE,11519,
2640,Character,Alphonse Elric,TRUE,6113,
2642,Freeform,Afterlife,TRUE,5607,
2644,Character,Riza Hawkeye,TRUE,6241,
2655,Character,Mr. Bennet,FALSE,32,146755
2656,Character,Azazel,TRUE,415,
2657,Freeform,evil!Sam,FALSE,82,127546
2658,Freeform,Spies,FALSE,1267,490434
2659,Relationship,Spike/Willow Rosenberg,FALSE,7,30592
2660,Character,Willow,TRUE,362,
2661,Character,Alicia,TRUE,70,
2662,Freeform,Barrayar,TRUE,81,
2672,Freeform,Non Consensual,FALSE,1434,19218
2674,Relationship,Dean/Castiel,FALSE,5310,5672
2675,Character,Castiel,TRUE,91140,
2676,Freeform,Angels,TRUE,7386,
2678,Freeform,Remix Redux,TRUE,67,
2679,Freeform,mall,FALSE,102,799979
2681,Freeform,backrub,FALSE,8,19745
2682,Freeform,Walt Whitman - Freeform,FALSE,24,
2683,Freeform,Cheesecake,TRUE,167,
2685,Freeform,Mild Angst,FALSE,6904,68440
2687,Freeform,Russia,TRUE,879,
2688,Freeform,Hiatus,TRUE,3897,
2690,Freeform,SPN - Freeform,FALSE,2662,
2691,Freeform,4x01,FALSE,53,127496
2692,Fandom,Original Work,TRUE,105960,
2694,Freeform,Canonical Character Death,TRUE,39041,
2695,Freeform,pre-TPM,FALSE,20,7576841
2696,Character,Seventh Doctor,TRUE,714,
2699,Freeform,atmosphere,FALSE,122,
2700,Freeform,amtdi,FALSE,39,478
2701,Fandom,Star Trek: Enterprise,TRUE,7140,
2702,Relationship,"Charles ""Trip"" Tucker III/Malcolm Reed",FALSE,8,12932
2704,Relationship,Jonathan Archer/Malcolm Reed,TRUE,764,
2705,Relationship,Jonathan Archer/Travis Mayweather,TRUE,15,
2708,Character,Lionel Luthor,TRUE,823,
2711,Relationship,Bruce/Clark,FALSE,106,6624
2712,Freeform,dcu crossover,FALSE,22,184
2714,Character,Alien Entity,TRUE,50,
2715,Fandom,Star Trek Enterprise,FALSE,32,2701
2717,Freeform,Rough Sex,TRUE,74021,
2723,Character,Min,TRUE,44,
2729,Character,Xander Harris,TRUE,8273,
2732,Freeform,Self-Harm,TRUE,33408,
2733,Fandom,Role-Playing Games,FALSE,29,
2737,Fandom,Rurouni Kenshin,TRUE,1521,
2738,Freeform,casefile,FALSE,105,997
2739,Character,Simone,TRUE,32,
2740,Relationship,lambs,FALSE,9,6155
2743,Freeform,post breakup,FALSE,362,90096
2744,Freeform,Post-Hiatus,TRUE,177,
2747,Freeform,Worldbuilding,TRUE,12624,
2748,Character,Jonathan Kent,TRUE,2511,
2749,Character,Martha Kent,TRUE,2277,
2759,Freeform,sex and violence,FALSE,24,74261
2763,Freeform,Summer,TRUE,6448,
2764,Freeform,happiness,FALSE,2878,953
2769,Fandom,Gravitation,TRUE,630,
2770,Freeform,sv,FALSE,500,
2771,Relationship,Severus Snape/Regulus Black,FALSE,18,6660
2772,Character,Regulus Black,TRUE,7893,
2773,Relationship,Roy/Ed,FALSE,187,10230
2774,Relationship,Clark/OFC,FALSE,7,11395045
2777,Freeform,Translation,TRUE,5161,
2778,Character,Spike,TRUE,3335,
2779,Freeform,Spike - Freeform,FALSE,43,
2781,Freeform,Buffy the Vampire Slayer - Freeform,FALSE,53,
2783,Character,Harmony Kendall,TRUE,483,
2785,Character,Anya,TRUE,532,
2787,Character,Aaron Carter,TRUE,36,
2788,Freeform,Don We Now Our Gay Apparel,TRUE,34,
2789,Character,Clem,TRUE,39,
2791,Freeform,Scars,TRUE,12266,
2805,Fandom,Law & Order: Criminal Intent,TRUE,473,
2806,Fandom,Law & Order: Trial by Jury,TRUE,13,
2807,Fandom,Conviction,FALSE,6,9796642
2809,Character,Tish Jones,TRUE,211,
2817,Relationship,Spike/Xander,FALSE,231,7090
2829,Character,Adam,TRUE,779,
2830,Character,Jimmy,TRUE,221,
2831,Freeform,Blood Brothers,TRUE,137,
2832,Character,Pa'u Zotoh Zhaan,FALSE,71,1437862
2835,Fandom,Big Sound,TRUE,1,
2836,Character,Abbie Carmichael,TRUE,104,
2837,Character,Martouf,FALSE,32,14644472
2839,Character,Nick Keester,TRUE,1,
2840,Character,Bobby Talisman,TRUE,1,
2841,Fandom,DCU Animated,FALSE,509,390
2842,Character,Tim Drake,TRUE,32370,
2843,Character,Barbara Gordon,TRUE,8709,
2844,Character,Lucius Fox,TRUE,780,
2845,Character,Stephanie Brown,TRUE,7947,
2846,Character,Jason Todd,TRUE,38769,
2847,Fandom,fandom: DCU,FALSE,6,390
2850,Character,Peter Pevensie,TRUE,2224,
2851,Character,Oreius,FALSE,29,18759435
2853,Character,Diana,TRUE,210,
2855,Fandom,fandom: HP,FALSE,24,136512
2857,Freeform,TBR,FALSE,58503,965
2858,Relationship,Remus Lupin/Charlie Weasley,TRUE,46,
2859,Character,Charlie Weasley,TRUE,7396,
2864,Character,Fred,TRUE,211,
2865,Character,Teal'c,FALSE,1140,14150357
2866,Character,George Hammond,TRUE,1713,
2867,Character,Janet Fraiser,FALSE,2182,46728664
2868,Character,Cassandra Fraiser,TRUE,604,
2869,Character,others - Character,FALSE,3918,95844
2870,Fandom,D.Gray-man,TRUE,5493,
2873,Character,Komui,FALSE,10,130183
2878,Freeform,Cute,TRUE,202129,
2884,Character,Tezuka,TRUE,13,
2885,Character,Fuji,TRUE,13,
2886,Character,D,TRUE,2777,
2887,Fandom,Prince of Tennis,FALSE,680,94259
2888,Fandom,Petshop of Horrors,FALSE,35,61315
2889,Fandom,Battle of the Planets,FALSE,107,20145261
2895,Freeform,Sci-Fi,FALSE,1904,5211
2896,Freeform,Sabotage,TRUE,403,
2902,Freeform,divergent future,FALSE,6,208138
2904,Freeform,Silly,TRUE,9618,
2905,Freeform,Purple,FALSE,746,10824
2910,Character,Jane Bennet,TRUE,929,
2915,Character,Lisa Hawkeye,FALSE,8,2644
2916,Character,Psiren,FALSE,9,30356132
2923,Relationship,Greg/Nick,FALSE,27,5505
2924,Relationship,Bright/Ephram,FALSE,10,8444
2926,Relationship,DiNozzo/McGee,FALSE,6,6564
2927,Character,Original Characters,TRUE,170848,
2928,Freeform,surprise,FALSE,1254,96686
2930,Relationship,Vincent Crabbe/Gregory Goyle,TRUE,90,
2931,Character,Vincent Crabbe,TRUE,2165,
2932,Character,Gregory Goyle,TRUE,3070,
2933,Freeform,Slytherins,FALSE,115,18152
2934,Freeform,marauder-era,FALSE,6,27594097
2935,Freeform,NaNoWriMo,TRUE,1072,
2936,Relationship,Bruce Wayne/Harvey Dent,FALSE,32,6625
2937,Character,Harvey Dent,TRUE,1323,
2938,Relationship,Scully/Mulder,FALSE,34,4905
2939,Character,Scully,TRUE,91,
2940,Character,Mulder,FALSE,77,409
2941,Freeform,MSR,FALSE,1165,
2942,Fandom,Rocky Horror Picture Show,TRUE,286,
2947,Character,Columbia,FALSE,14,73429
2948,Fandom,Les Miserables,FALSE,1051,102330
2949,Character,Montparnasse,FALSE,93,301766
2951,Freeform,Inanimate Object,FALSE,19,257278
2953,Freeform,muldertorture,FALSE,9,18823554
2954,Freeform,Rape,TRUE,22231,
2955,Relationship,Xander/Faith,FALSE,12,5528
2956,Character,Faith,TRUE,313,
2961,Relationship,Willow/Xander,FALSE,6,5496
2964,Freeform,momokai,FALSE,19,
2965,Freeform,inukai,FALSE,7,
2969,Character,Tara McClay,FALSE,6,1344
2970,Character,Giles,TRUE,206,
2971,Character,Dawn,TRUE,418,
2973,Character,Buffy - Character,FALSE,458,463425
2976,Character,Eric Weiss,TRUE,95,
2978,Character,Simon Walker,TRUE,25,
2981,Character,Arvin Sloane,TRUE,129,
2982,Character,Michael Vaughn,TRUE,185,
2987,Relationship,Charles Gunn/Wesley Wyndam-Pryce,TRUE,193,
2988,Character,Charles Gunn,TRUE,1448,
2989,Character,Winifred Burkle,FALSE,727,734638
2990,Relationship,Angel/Spike,FALSE,857,8426125
2991,Relationship,Lindsey McDonald/Wesley Wyndam-Pryce,FALSE,18,9476101
2992,Character,Lindsey McDonald,TRUE,622,
2996,Character,Aiden Ford,TRUE,903,
2997,Character,Peter Grodin,TRUE,169,
3003,Character,Leïto,FALSE,8,26287
3005,Fandom,Heroes - Fandom,FALSE,2211,35857274
