creation date,language,restricted,complete,word_count,tags
2/26/2021,en,FALSE,TRUE,20123,10+3828398+3741107+3741113+3741110+10740979+10316974+54870039+4284860+18789474+26591057+14868023+34096078+2379+297810+110+28641848+143795+116+22+23+16+433575+6900514
2/26/2021,en,FALSE,TRUE,8844,9+254648+218280+51133245+46465150+45820918+45555418+49896827+28596122+38496004+38746603+34735271+48113455+45461170+49128574+920135+34700402+1001853+51643488+47698384+48456511+51472887+49896581+51616068+47816611+49810970+48972289+2379+418427+176+1398+100646+823226+1267+50320669+53036625+53036622+53039115+51110055+46725481+53645934+53983002+53486940+54870087+54870090+143795+45742669+51213186+689267+14
2/26/2021,en,FALSE,TRUE,5986,11+52382346+52732512+52436448+52382358+52732515+52732518+52436433+29136866+54870258+54870261+2923160+192+60+99181+2379+124609+124129+33923+54870264+21+23+14
2/26/2021,en,FALSE,TRUE,10244,483836+27434417+27977970+27977973+27977967+30773786+22204428+3264107+3264227+3339638+3264275+176+717090+601925+18775+834825+49981169+1542+9310123+651160+129484+715740+13628+54870273+1160+13578014+2096+379806+28628+116+17+9+14
2/26/2021,en,FALSE,TRUE,10147,9+414093+722204+245368+507020+147933+80648+296911+31261381+23+14
2/26/2021,en,FALSE,TRUE,5102,13+2692+137819+138958+1172+38337+116+20
2/26/2021,en,FALSE,TRUE,5472,2692+16+13+31171+479641+15712+119324+255429+266479+145960+18402+54904437+513258+45111490+54905559+54905562+116
2/26/2021,en,FALSE,TRUE,9563,11+18403575+23440907+22748268+37968115+34674914+21839094+22098360+30517061+30508415+20403153+32608081+2927+33923+246605+309608+30767+424529+50502250+205915+1030059+68807+54870714+264+42486+99181+631+37501387+36008315+4759+41269+22+23+14+39490486
2/26/2021,en,FALSE,TRUE,5343,12+941637+1061745+515270+449581+1022+3530+8461+49221+236856+211237+1160+119909+129557+151013+1833+200093+286502+23+16
2/26/2021,en,FALSE,TRUE,10867,13+6726952+9882295+6722728+6722722+479679+319152+476425+22+14+9766+60+231865+54946428
2/26/2021,en,FALSE,TRUE,10166,12+2692+31171+479641+844656+311333+23860959+117265+23616461+255706+24270218+485309+19123944+31623+116+14+781+10546+138958+42186226+220156+54871083+230785+954324
2/26/2021,en,FALSE,TRUE,6035,11+27+5672+214311+26+2675+23+16+2379+789+997+300736+37791+68440+49675525+49939676+54948747+4558406+7002+234149+18567+54948750+54948753+54948756+171+54948999+103132
2/26/2021,en,FALSE,TRUE,5967,11+20963328+37467886+21311118+34760462+1160+2379+17685+54871176+23+16
2/26/2021,en,FALSE,TRUE,31024,10+22406442+54871308+292756+52633377+54871311+51543186+48822985+54871314+54871317+54871320+54871194+54871197+54871200+54871203+19899636+13578014+19766616+22+21+14+18+51543192+51543195+42018664+48821983+54885585+54885588+54885591+48822080+54885594+54885597+54885600+54885603+54885618
2/26/2021,en,FALSE,TRUE,9628,11+299357+29890172+1915937+193371+783235+948764+143117+6719+122412+226950+114261+18154+23+16
2/26/2021,en,FALSE,TRUE,8392,11+482937+23965+20397+96058+74401+16348+20263+20398+25728+25729+21058659+25732+322136+14107+23145+25311+261834+110+22+23+16
2/26/2021,en,FALSE,TRUE,5265,11+3828398+4918711+3958226+3741110+54871572+54871575+54871578+2379+176+484003+21829716+1275+456211+24189326+710647+23+17
2/26/2021,en,FALSE,TRUE,9682,13+1001939+727114+257188+579450+687417+429541+54871761+54871773+217288+4359+634+106+23+16+414093+54873156+54873165+54894177+54894180
2/26/2021,en,TRUE,TRUE,28850,11+9139561+10774709+10734997+6846868+9184717+10580293+10580296+11688679+6099642+10804822+11441146+149116+857+2099+1381+246904+1158950+8258+114261+200576+201909+917812+2084+441959+37791+33310+23+16+83777+11905+60094+66633+36088
2/26/2021,en,FALSE,TRUE,20520,5148298+12064265+74851+5162107+5359033+19345988+31016714+24868356+1218553+21831609+186+979324+228606+33923+176+460125+425314+13046281+54871899+54871902+54871905+54871956+116+11+14
2/26/2021,en,FALSE,TRUE,62946,12+136512+966064+1049+15935+2357+15241+928794+22189+23953+24259+16613+34066+18191+518904+7576211+5825900+6364844+8174548+42486+10166+989125+246605+1100006+4229129+13386637+995958+103959+465673+1030059+1036474+98700+2379+14089+75956+74261+10165+21+19+20+11175+11173+795343+736307+12740+333321+192+65760+29764+12841057
2/26/2021,en,FALSE,TRUE,14262,11+1478116+24148133+23835803+196526+479641+31135072+143795+39510949+22+16
2/26/2021,en,TRUE,TRUE,10499,10+78550+267340+8133+8096+95285+95354+54872478+47794348+123615+67438+29853+314800+21+16
2/26/2021,en,FALSE,TRUE,7280,11+27+5672+145945+25+26+479+688976+92975+84833+800673+663715+2740194+8258+1159148+22+14
2/26/2021,en,FALSE,TRUE,50527,11+254648+218280+34700573+47635360+49115377+36543010+42932242+28596122+34700402+38045191+41607457+45461170+38746603+35393936+34706549+47400385+11173+54872598+54872601+54872604+979326+979324+1030059+176+54872607+379806+460125+2367819+23+16+48076003+30765893+54882645+681621+12668+206640+17+49595413+46701292+54907701+38496004+45325351+30766700+126712+2099+107280+203051+51248457
2/26/2021,en,FALSE,TRUE,5117,11+591328+53552+2406882+600688+176+18567+21+14
2/26/2021,en,FALSE,TRUE,7665,11+101375+31516237+52580166+54872718+37673188+37673191+37690810+37963879+37689811+39100891+36794317+50221969+36545320+36661306+36953038+479641+7094783+37673194+54872721+83632+8259+1275+54872724+54872727+406506+22411113+298653+54872730+54872733+33310+897956+36635212+990454+250607+110+482862+22+17
2/26/2021,en,FALSE,TRUE,5415,11+3516977+7801372+173123+125891+173125+595+418427+176+2379+14295959+418123+214529+592935+68929+33923+50874993+264+586076+21+14
2/26/2021,en,FALSE,TRUE,47820,9+27785+406+105412+6041+54872841+1779+1780+941270+2927+22+14
2/26/2021,en,FALSE,TRUE,8947,11+23985107+34865627+34508797+33627718+32045068+33264832+32045047+32143900+32357731+33200113+23970779+33358060+33777241+12677+23692+75814+25238+267188+11175+422+35392+39249853+34682324+46040371+34485925+43717084+35959391+22+16+34265422+54877677
2/26/2021,en,FALSE,TRUE,5290,12+23415621+24000008+24179396+8691784+23948457+42486+656198+1100006+33923+1030059+2043+192+524635+460125+246605+33880+90129+391821+22363+493491+717090+23+14+16
2/26/2021,en,FALSE,TRUE,6923,11+13999+14298+14297+14295+844577+933719+503626+1582+49221+4591568+7193+199377+48004+3551396+23+24+16
2/26/2021,en,FALSE,TRUE,5430,10+43139251+256751+48408775+49523269+49509814+52536177+49509805+29830550+54873378+2379+54873381+54873384+54873387+54873390+54873393+54873396+110+29230703+16
2/26/2021,en,FALSE,TRUE,6260,13+28410929+49281637+52667313+39425323+50137103+29605391+34467358+36690502+20788+97296+87580+80144+54873399+259096+54873402+30286+9883903+233186+434968+54873405+54873408+54873411+119838+54873417+81916+1115726+23+20
2/26/2021,en,FALSE,TRUE,12152,10+1002903+5560386+1396993+4430519+272593+287321+27923112+12915481+12915097+26248271+33310+73112+171+90110+234149+418427+460125+49221+319152+905885+14819048+12976771+53119551+34617275+255428+314958+23+16
2/26/2021,en,FALSE,TRUE,5530,13+736899+15766+7266+643028+2137231+1486747+54872433+54873621+2432283+2983073+54873624+54872436+54873627+54872442+17067+80648+54604+53383+455520+54873630+475968+22+14
2/26/2021,en,FALSE,TRUE,9012,11+758208+2814069+1810256+1247383+1987376+758210+758211+912011+912012+836530+836529+912010+776673+1810262+1810259+261834+7002+110+135+90616+54873633+6719+507502+319152+50614702+54873636+1149323+62+295254+68440+54873639+447975+7894909+13578014+54873642+90110+54873645+7518590+106361+678484+23+16
2/26/2021,en,FALSE,TRUE,13447,11+379999+570291+302256+302257+303392+1983005+1524682+1155569+110+11175+968+116+16
2/26/2021,en,FALSE,TRUE,7818,13+3828398+11910691+10362649+11910194+8689774+11910097+54604+8863906+8689789+9866728+1035+12251+823226+127798+310297+140376+88233+13506+9932+681989+128808+22+23+2246+17+4359+634+490918+434968+55907
2/26/2021,en,FALSE,TRUE,10534,12+136512+1068172+966+34907+2357+1048+602617+87694+475449+377757+1267+22+14+226366+54873948+54873951+54873954+1930580+2128489
2/26/2021,en,FALSE,TRUE,15479,12+10993813+31609285+10993810+10993837+9725050+9704605+24986187+21+17+19
2/26/2021,en,FALSE,TRUE,5333,10+42817852+52450884+49503277+48444826+48966427+533834+54873810+52176273+54873813+54873816+54873819+23+16
2/26/2021,en,TRUE,TRUE,5359,12+707400+54873888+434938+54873891+34395526+176+110+69872+137+333320+474294+73775+24+14+313839+3853+171+10132+54965319+8242564
2/26/2021,en,FALSE,TRUE,10361,13+27+5672+233078+8976+26+25+2030+2675+163333+8977+54873756+200234+26516+141828+224375+13671+86457+54873759+23+14+649312+54875988+54875991+54876045+54905271
2/26/2021,en,FALSE,TRUE,5100,13+42817852+50905221+49503277+48444826+255428+50132422+73112+893619+781+725414+783415+10389+29639+116182+594889+106071+434968+94081+140790+23+16
2/26/2021,en,FALSE,TRUE,5613,13+414093+1001939+727114+2138437+479357+54604+123409+4359+295597+256160+74638+126354+10315+284087+579599+853113+1160+54873876+317436+22+14
2/26/2021,en,FALSE,TRUE,11009,12+1710265+7266+414093+727114+586439+578887+1486747+1876919+176+110+2026+62545+54874167+54874170+7161590+22+14
2/26/2021,en,FALSE,TRUE,9267,11+1002903+2467008+19052667+19071615+1396993+997964+18954756+4430519+3111377+69302+176+156740+18154+460125+3529+577689+30767+203051+2379+110+8930+424529+476382+11462620+287517+23+14
2/26/2021,en,FALSE,TRUE,11733,12+42817852+48746335+53030061+53094312+47788903+53383+50131486+54604+136033+273001+17019+254415+764771+204035+2026+644206+476425+284087+862880+199377+2717+4926+74638+10132+140790+94081+9686+121531+140446+14518+254892+50209303+50544218+54780603+53243697+51430602+51283737+53198382+51175239+130113+132335+54015519+15741+835117+171+800+7002+512379+474899+121834+631843+852253+122412+77052+149106+264220+2982785+143318+68440+22+16
2/26/2021,en,FALSE,TRUE,10438,12+969647+7367603+236208+6625+21137+7275443+13445923+2937+2332+18243+54874446+54874449+23+17+900164+21480588+2096
2/26/2021,en,FALSE,TRUE,10221,10+27+5672+214311+26+2675+25+54874464+54874467+54874470+54874473+23+14
2/26/2021,en,FALSE,TRUE,5088,12+565218+22745+22325+22326+12194197+67824+74638+4359+37249+171+22+16
2/26/2021,en,FALSE,TRUE,12366,29002712+28991309+21672+209289+29045186+21668+21666+28991315+21670+37681612+979326+1620883+54431913+23+16+10+29123942+30588587+6026229
2/26/2021,en,FALSE,TRUE,6628,13+2692+137819+138958+8979223+20788+477385+25997825+116+20
2/26/2021,en,FALSE,TRUE,5780,13+10104017+10209319+194906+10128608+54874761+54874764+2099+19625325+23+16+54876924+54874770+5481+434968+75783+8146708
2/26/2021,en,FALSE,TRUE,12014,13+2692+137819+138958+8979223+20788+25997825+477385+92804+116+20
2/26/2021,en,FALSE,TRUE,8005,11+254648+218280+267340+54874821+38045191+38746603+48474757+49128574+54874824+286709+134940+681989+483061+148087+1936457+424529+10166+54874827+54874830+717090+54874833+49883180+51005511+54874836+54874839+15511887+54874842+793290+51241362+130805+54874845+54874848+16
2/26/2021,en,FALSE,TRUE,20078,11+582724+25435665+7227506+6824821+7899733+10632960+10728193+10728190+418427+503626+717090+460125+38337+511378+30767+36088+35670269+38689291+35670581+234149+79965+22+16
2/26/2021,en,FALSE,TRUE,8918,13+2692+137819+138958+20788+25997825+477385+759637+116+20
2/26/2021,en,FALSE,TRUE,5092,13+419390+53223393+53223396+52997127+479641+54875316+54875319+54875322+42678319+269172+4359+803968+54875325+116+14
2/26/2021,en,FALSE,TRUE,10293,11+3406514+9866209+11176819+9915340+13036159+9682156+7266476+9955216+17076747+7266473+7970863+21151+156909+2099+557371+21+23+16
2/26/2021,en,FALSE,TRUE,6587,12+3165+13261+13262+13263+27723+849+6719+8338864+510784+241969+292311+74927+23+16+261834
2/26/2021,en,FALSE,TRUE,5677,721553+2403411+1691134+1011803+989133+859731+893105+859732+914592+1241463+1275546+2284956+1058282+11175+795343+50103+204534+53765+1012+78318+36516961+54875415+54875418+211438+7909258+44541478+2279328+13459813+23+16+54876324+54876327+11+54933954+54933957
2/26/2021,en,FALSE,TRUE,7554,10+52382346+52436448+52436433+53283588+52382358+110+49221+278003+497689+7889557+831+463753+31434+1255227+54875523+428385+767476+4073+49223+261834+5081980+203486+23+16+53727111+54632307+53677332+53183148+53759775
2/26/2021,en,FALSE,TRUE,14169,10+582724+9431215+25435665+7227506+6824821+7899733+10632960+6959213+6707218+7036259+176+66494+18154+221+22+16+8368
2/26/2021,en,FALSE,TRUE,6267,10+4594871+10608916+10519612+10519972+10519381+10519747+10520167+10551811+10551679+10429915+176+87694+10616787+9637585+1202932+2515+2516+100646+8760259+45792+14846+54875034+54875031+482956+101974+614149+853113+377757+28628+256713+1111718+26688+21326+75956+2954+9165+54875040+12740+36728197+54875046+54875052+54875049+54875559+54875055+1267+533247+60+260786+775707+203979+527071+53225+27403739+27403763+21924870+10555825+4931+1100006+8657+237+120736+525127+23+17+18
2/26/2021,en,FALSE,TRUE,14713,12+3828398+23809662+14753471+14063603+8689774+8005+2379+75865+207910+239134+26899649+90110+781+54875658+52545+4861774+890090+35860019+54875661+22+14
2/26/2021,en,FALSE,TRUE,39406,13+33035890+26853221+19506784+34078480+34846940+22538010+22712151+19506796+19506792+24720522+24832275+23289624+80071+42486+33923+56733+192+30671+22+14
2/26/2021,en,FALSE,TRUE,7102,9+758208+1329922+2882511+836528+1870556+2607015+2880345+2880348+770191+770190+836530+770174+1354929+1112112+3105743+979326+176+110+49221+66205+1039747+76459+503626+53765+23+2246+16
2/26/2021,en,FALSE,TRUE,10405,10+1002903+2467008+1396993+997964+997967+4430519+997962+14887616+39850834+12915217+12915346+14965593+418427+110+176+12946249+28506350+18008703+10956+54875847+21521772+54875850+140939+2379+32151775+4101365+54875853+12972763+15683652+25036650+207910+171+434556+48249967+54875856+68440+34510772+1936223+1936226+23+16
2/26/2021,en,FALSE,TRUE,32590,11+33035890+19506784+54875886+54875889+54875892+19506796+19506792+54875895+11175+20129+23+16+653421
2/26/2021,en,FALSE,TRUE,5727,11+43473721+455006+4181381+968+11721+499091+1080776+498317+7086206+2099+23+16+15428
2/26/2021,en,FALSE,TRUE,6832,13+34135873+21872622+33893428+40326517+31421134+54604+18653739+21693453+31146583+31404289+31324138+2026+1125+10315+4926+224655+100646+75608+21203+2717+7002+28616+22+16+80314
2/26/2021,en,FALSE,TRUE,6910,10+101375+41786383+37673194+10985+54876264+6140784+54876267+54876270+58157+21+23+16
2/26/2021,en,FALSE,TRUE,5673,13+19115976+19539216+19974168+19539222+19043283+19068555+3530+671822+413681+437102+20037+276980+82212+2246+16
2/26/2021,en,FALSE,TRUE,13116,12+727114+484757+722204+272009+13631+80648+494522+40132+272975+12677+1057090+54876330+62545+69337+54876333+218273+23+14+83632
2/26/2021,en,FALSE,TRUE,5147,11+2954180+824702+10235+2644+1156+6825+2096+1100006+8224183+2379+60+2481066+93639+1022+22+16
2/26/2021,en,FALSE,TRUE,19037,12+264226+379999+33071443+2829915+1166833+1213957+219006+906657+802871+491151+2927+1251534+2694+33260614+33237466+1213962+1175396+68764+176+98700+69358+54876621+221233+63982+127788+10310+22+21+18
2/26/2021,en,FALSE,TRUE,6355,11+5148298+12064265+16046085+5162107+74851+7774978+24868356+5359033+7620227+12080372+30002+319152+14558330+54876678+26531957+54876681+16430811+14365691+110+116+16
2/26/2021,en,FALSE,TRUE,6289,10+11584777+48409243+31695445+28252346+3700874+165503+165505+165504+165506+303696+32490835+1108429+110+10219+648567+32020594+42486+656198+51037+36027284+576118+1267+36088+243566+22+16+604854
2/26/2021,en,FALSE,TRUE,14494,12+15322+33848062+17751237+5663784+3906899+1514779+28986602+186363+3057785+460125+23+16+83777+775707
2/26/2021,en,FALSE,TRUE,15122,5493837+54876735+8359621+12439252+23+16+13
2/26/2021,en,FALSE,TRUE,7723,13+11812534+41816863+11812549+41816083+80949+41265+54877233+148680+4359+74638+42065587+54877236+318406+158543+54877239+23+16
2/26/2021,en,FALSE,TRUE,18631,12+13334437+3884639+6141381+2009807+805530+3635588+3635585+591320+742694+11175+54877296+21489+202322+54877299+54877302+660150+54877305+6995321+6667279+54877308+2314+54877311+116+23+14+54877557
2/26/2021,en,FALSE,TRUE,6879,3828398+16024344+8863858+16005903+9659647+9429844+8688301+9429826+10741630+9866728+3741113+33243721+1954163+54877365+26223635+54877368+23+16+11
2/26/2021,en,FALSE,TRUE,8814,10+711325+52033077+52462071+46685827+33276037+39213802+11211+13506+21+14
